"Id","ActivityDate","TotalSteps","TotalDistance","TotalActiveMinutes","SedentaryMinutes","Calories"
1624580081,"4/27/2016",8367,5.44000005722046,207,1233,1670
1624580081,"4/28/2016",2759,1.78999996185303,120,1320,1401
1624580081,"4/29/2016",2390,1.54999995231628,150,1290,1404
1624580081,"4/30/2016",6474,4.30000019073486,258,1182,1655
1624580081,"5/1/2016",36019,28.0300006866455,420,1020,2690
1624580081,"5/2/2016",7155,4.92999982833862,179,1261,1497
1624580081,"5/3/2016",2100,1.37000000476837,96,1344,1334
1624580081,"5/4/2016",2193,1.42999994754791,118,1322,1368
1624580081,"5/5/2016",2470,1.61000001430511,117,1323,1370
1624580081,"5/6/2016",1727,1.12000000476837,102,1338,1341
1624580081,"5/7/2016",2104,1.37000000476837,182,1258,1474
1624580081,"5/8/2016",3427,2.23000001907349,152,1288,1427
1624580081,"5/9/2016",1732,1.12999999523163,91,1349,1328
1624580081,"5/10/2016",2969,1.92999994754791,139,1301,1393
1624580081,"5/11/2016",3134,2.03999996185303,112,1328,1359
1624580081,"5/12/2016",2971,1.92999994754791,107,890,1002
1644430081,"4/12/2016",10694,7.76999998092651,309,1131,3199
1644430081,"4/13/2016",8001,5.82000017166138,181,1259,2902
1644430081,"4/14/2016",11037,8.02000045776367,315,1125,3226
1644430081,"4/15/2016",5263,3.82999992370605,177,1263,2750
1644430081,"4/16/2016",15300,11.1199998855591,305,1135,3493
1644430081,"4/17/2016",8757,6.36999988555908,228,1212,3011
1644430081,"4/18/2016",7132,5.19000005722046,169,1271,2806
1644430081,"4/19/2016",11256,8.18000030517578,341,1099,3300
1644430081,"4/20/2016",2436,1.76999998092651,125,1315,2430
1644430081,"4/21/2016",1223,0.889999985694885,38,1402,2140
1644430081,"4/22/2016",3673,2.67000007629395,86,1354,2344
1644430081,"4/23/2016",6637,4.82999992370605,175,1265,2677
1644430081,"4/24/2016",3321,2.41000008583069,89,1351,2413
1644430081,"4/25/2016",3580,2.59999990463257,103,1337,2497
1644430081,"4/26/2016",9919,7.21000003814697,275,1165,3123
1644430081,"4/27/2016",3032,2.20000004768372,118,1322,2489
1644430081,"4/28/2016",9405,6.84000015258789,283,1157,3108
1644430081,"4/29/2016",3176,2.30999994277954,120,1193,2498
1644430081,"4/30/2016",18213,13.2399997711182,482,816,3846
1644430081,"5/1/2016",6132,4.46000003814697,173,908,2696
1644430081,"5/2/2016",3758,2.73000001907349,156,682,2580
1644430081,"5/3/2016",12850,9.34000015258789,325,1115,3324
1644430081,"5/4/2016",2309,1.67999994754791,52,1388,2222
1644430081,"5/5/2016",4363,3.19000005722046,99,1341,2463
1644430081,"5/6/2016",9787,7.11999988555908,386,1054,3328
1644430081,"5/7/2016",13372,9.72000026702881,301,1139,3404
1644430081,"5/8/2016",6724,4.8899998664856,295,991,2987
1644430081,"5/9/2016",6643,4.82999992370605,341,1099,3008
1644430081,"5/10/2016",9167,6.65999984741211,186,1254,2799
1644430081,"5/11/2016",1329,0.970000028610229,49,713,1276
1844505072,"4/12/2016",6697,4.42999982833862,339,1101,2030
1844505072,"4/13/2016",4929,3.25999999046326,248,1192,1860
1844505072,"4/14/2016",7937,5.25,373,843,2130
1844505072,"4/15/2016",3844,2.53999996185303,176,527,1725
1844505072,"4/16/2016",3414,2.25999999046326,147,1293,1657
1844505072,"4/17/2016",4525,2.99000000953674,209,1231,1793
1844505072,"4/18/2016",4597,3.03999996185303,229,1211,1814
1844505072,"4/19/2016",197,0.129999995231628,10,1430,1366
1844505072,"4/20/2016",8,0.00999999977648258,1,1439,1349
1844505072,"4/21/2016",8054,5.32000017166138,323,1117,2062
1844505072,"4/22/2016",5372,3.54999995231628,220,1220,1827
1844505072,"4/23/2016",3570,2.35999989509583,139,1301,1645
1844505072,"4/24/2016",0,0,0,1440,1347
1844505072,"4/25/2016",0,0,0,1440,1347
1844505072,"4/26/2016",0,0,0,1440,1347
1844505072,"4/27/2016",4,0,1,1439,1348
1844505072,"4/28/2016",6907,4.57000017166138,302,1138,1992
1844505072,"4/29/2016",4920,3.25,247,1082,1856
1844505072,"4/30/2016",4014,2.67000007629395,184,218,1763
1844505072,"5/1/2016",2573,1.70000004768372,82,585,1541
1844505072,"5/2/2016",0,0,0,1440,1348
1844505072,"5/3/2016",4059,2.6800000667572,184,1256,1742
1844505072,"5/4/2016",2080,1.37000000476837,87,1353,1549
1844505072,"5/5/2016",2237,1.48000001907349,120,1320,1589
1844505072,"5/6/2016",44,0.0299999993294477,2,1438,1351
1844505072,"5/7/2016",0,0,0,1440,1347
1844505072,"5/8/2016",0,0,0,1440,1347
1844505072,"5/9/2016",0,0,0,1440,1347
1844505072,"5/10/2016",0,0,0,1440,1347
1844505072,"5/11/2016",0,0,0,1440,1347
1844505072,"5/12/2016",0,0,0,711,665
1927972279,"4/12/2016",678,0.469999998807907,55,734,2220
1927972279,"4/13/2016",356,0.25,32,986,2151
1927972279,"4/14/2016",2163,1.5,97,1292,2383
1927972279,"4/15/2016",980,0.680000007152557,51,941,2221
1927972279,"4/16/2016",0,0,0,1440,2064
1927972279,"4/17/2016",0,0,0,1440,2063
1927972279,"4/18/2016",244,0.170000001788139,17,1423,2111
1927972279,"4/19/2016",0,0,0,1440,2063
1927972279,"4/20/2016",0,0,0,1440,2063
1927972279,"4/21/2016",0,0,0,1440,2064
1927972279,"4/22/2016",149,0.100000001490116,10,1430,2093
1927972279,"4/23/2016",2945,2.03999996185303,145,1295,2499
1927972279,"4/24/2016",2090,1.45000004768372,82,1358,2324
1927972279,"4/25/2016",152,0.109999999403954,12,1303,2100
1927972279,"4/26/2016",3761,2.59999990463257,192,1058,2638
1927972279,"4/27/2016",0,0,0,1440,2063
1927972279,"4/28/2016",1675,1.1599999666214,95,1167,2351
1927972279,"4/29/2016",0,0,0,1440,2063
1927972279,"4/30/2016",0,0,0,1440,2064
1927972279,"5/1/2016",2704,1.87000000476837,85,1355,2411
1927972279,"5/2/2016",3790,2.61999988555908,118,1322,2505
1927972279,"5/3/2016",1326,0.920000016689301,27,1413,2195
1927972279,"5/4/2016",1786,1.24000000953674,87,1353,2338
1927972279,"5/5/2016",0,0,0,1440,2063
1927972279,"5/6/2016",2091,1.45000004768372,108,1332,2383
1927972279,"5/7/2016",1510,1.03999996185303,48,1392,2229
1927972279,"5/8/2016",0,0,0,1440,2063
1927972279,"5/9/2016",0,0,0,1440,2063
1927972279,"5/10/2016",0,0,0,1440,2063
1927972279,"5/11/2016",0,0,0,1440,2063
1927972279,"5/12/2016",0,0,0,966,1383
2022484408,"4/12/2016",11875,8.34000015258789,283,1157,2390
2022484408,"4/13/2016",12024,8.5,340,1100,2601
2022484408,"4/14/2016",10690,7.5,292,1148,2312
2022484408,"4/15/2016",11034,8.02999973297119,318,1122,2525
2022484408,"4/16/2016",10100,7.09000015258789,203,1237,2177
2022484408,"4/17/2016",15112,11.3999996185303,388,1052,2782
2022484408,"4/18/2016",14131,10.0699996948242,362,1078,2770
2022484408,"4/19/2016",11548,8.52999973297119,288,1152,2489
2022484408,"4/20/2016",15112,10.6700000762939,387,1053,2897
2022484408,"4/21/2016",12453,8.73999977111816,412,1028,3158
2022484408,"4/22/2016",12954,9.32999992370605,335,1105,2638
2022484408,"4/23/2016",6001,4.21000003814697,249,1191,2069
2022484408,"4/24/2016",13481,10.2799997329712,279,1161,2529
2022484408,"4/25/2016",11369,8.01000022888184,269,1171,2470
2022484408,"4/26/2016",10119,7.19000005722046,354,1086,2793
2022484408,"4/27/2016",10159,7.13000011444092,321,1119,2463
2022484408,"4/28/2016",10140,7.11999988555908,317,1123,2296
2022484408,"4/29/2016",10245,7.19000005722046,342,1098,2611
2022484408,"4/30/2016",18387,12.9099998474121,397,1043,2732
2022484408,"5/1/2016",10538,7.40000009536743,298,1142,2380
2022484408,"5/2/2016",10379,7.28999996185303,321,1119,2473
2022484408,"5/3/2016",12183,8.73999977111816,336,1104,2752
2022484408,"5/4/2016",11768,8.28999996185303,335,1105,2649
2022484408,"5/5/2016",11895,8.35000038146973,328,1112,2609
2022484408,"5/6/2016",10227,7.17999982833862,336,1104,2498
2022484408,"5/7/2016",6708,4.71000003814697,171,1269,1995
2022484408,"5/8/2016",3292,2.30999994277954,135,1305,1848
2022484408,"5/9/2016",13379,9.39000034332275,379,1061,2709
2022484408,"5/10/2016",12798,8.97999954223633,356,1084,2797
2022484408,"5/11/2016",13272,9.31999969482422,307,1133,2544
2022484408,"5/12/2016",9117,6.40999984741211,268,728,1853
2026352035,"4/12/2016",4414,2.74000000953674,192,706,1459
2026352035,"4/13/2016",4993,3.09999990463257,238,663,1521
2026352035,"4/14/2016",3335,2.0699999332428,197,653,1431
2026352035,"4/15/2016",3821,2.36999988555908,188,687,1444
2026352035,"4/16/2016",2547,1.58000004291534,150,728,1373
2026352035,"4/17/2016",838,0.519999980926514,60,1053,1214
2026352035,"4/18/2016",3325,2.05999994277954,182,1062,1419
2026352035,"4/19/2016",2424,1.5,141,785,1356
2026352035,"4/20/2016",7222,4.48000001907349,327,623,1667
2026352035,"4/21/2016",2467,1.52999997138977,153,749,1370
2026352035,"4/22/2016",2915,1.80999994277954,162,712,1399
2026352035,"4/23/2016",12357,7.71000003814697,432,458,1916
2026352035,"4/24/2016",3490,2.16000008583069,164,704,1401
2026352035,"4/25/2016",6017,3.73000001907349,260,821,1576
2026352035,"4/26/2016",5933,3.6800000667572,288,1018,1595
2026352035,"4/27/2016",6088,3.76999998092651,286,586,1593
2026352035,"4/28/2016",6375,3.95000004768372,331,626,1649
2026352035,"4/29/2016",7604,4.71000003814697,352,492,1692
2026352035,"4/30/2016",4729,2.9300000667572,233,594,1506
2026352035,"5/1/2016",3609,2.27999997138977,191,716,1447
2026352035,"5/2/2016",7018,4.34999990463257,355,716,1690
2026352035,"5/3/2016",5992,3.72000002861023,304,981,1604
2026352035,"5/4/2016",6564,4.07000017166138,345,530,1658
2026352035,"5/5/2016",12167,7.53999996185303,475,479,1926
2026352035,"5/6/2016",8198,5.07999992370605,383,511,1736
2026352035,"5/7/2016",4193,2.59999990463257,229,665,1491
2026352035,"5/8/2016",5528,3.45000004768372,258,610,1555
2026352035,"5/9/2016",10685,6.61999988555908,401,543,1869
2026352035,"5/10/2016",254,0.159999996423721,17,1002,1141
2026352035,"5/11/2016",8580,5.32000017166138,330,569,1698
2026352035,"5/12/2016",8891,5.51000022888184,343,330,1364
2320127002,"4/12/2016",10725,7.48999977111816,328,1112,2124
2320127002,"4/13/2016",7275,4.90000009536743,335,1105,2003
2320127002,"4/14/2016",3973,2.6800000667572,191,1249,1696
2320127002,"4/15/2016",5205,3.50999999046326,245,1195,1801
2320127002,"4/16/2016",5057,3.41000008583069,195,1245,1724
2320127002,"4/17/2016",6198,4.17999982833862,249,1191,1852
2320127002,"4/18/2016",6559,4.42000007629395,267,1173,1905
2320127002,"4/19/2016",5997,4.03999996185303,239,1201,1811
2320127002,"4/20/2016",7192,4.84999990463257,294,1146,1922
2320127002,"4/21/2016",3404,2.28999996185303,138,1302,1610
2320127002,"4/22/2016",5583,3.75999999046326,266,1174,1851
2320127002,"4/23/2016",5079,3.42000007629395,242,1129,1804
2320127002,"4/24/2016",4165,2.80999994277954,204,1236,1725
2320127002,"4/25/2016",3588,2.42000007629395,160,1280,1654
2320127002,"4/26/2016",3409,2.29999995231628,147,1293,1632
2320127002,"4/27/2016",1715,1.1599999666214,82,1358,1481
2320127002,"4/28/2016",1532,1.02999997138977,76,1364,1473
2320127002,"4/29/2016",924,0.620000004768372,45,1395,1410
2320127002,"4/30/2016",4571,3.07999992370605,234,1206,1779
2320127002,"5/1/2016",772,0.519999980926514,40,1400,1403
2320127002,"5/2/2016",3634,2.45000004768372,134,1306,1613
2320127002,"5/3/2016",7443,5.01999998092651,236,1204,1878
2320127002,"5/4/2016",1201,0.810000002384186,52,1388,1426
2320127002,"5/5/2016",5202,3.50999999046326,234,1206,1780
2320127002,"5/6/2016",4878,3.28999996185303,204,1236,1742
2320127002,"5/7/2016",7379,4.96999979019165,319,1121,1972
2320127002,"5/8/2016",5161,3.48000001907349,247,1193,1821
2320127002,"5/9/2016",3090,2.07999992370605,145,1295,1630
2320127002,"5/10/2016",6227,4.19999980926514,290,1150,1899
2320127002,"5/11/2016",6424,4.32999992370605,300,1140,1903
2320127002,"5/12/2016",2661,1.78999996185303,128,830,1125
2347167796,"4/12/2016",10113,6.82999992370605,361,964,2344
2347167796,"4/13/2016",10352,7.01000022888184,246,676,2038
2347167796,"4/14/2016",10129,6.69999980926514,255,705,2010
2347167796,"4/15/2016",10465,6.92000007629395,309,720,2133
2347167796,"4/16/2016",22244,15.0799999237061,406,968,2670
2347167796,"4/17/2016",5472,3.61999988555908,257,508,1882
2347167796,"4/18/2016",8247,5.44999980926514,233,678,1944
2347167796,"4/19/2016",6711,4.44000005722046,389,648,2346
2347167796,"4/20/2016",10999,7.26999998092651,323,1011,2198
2347167796,"4/21/2016",10080,6.75,257,761,2048
2347167796,"4/22/2016",7804,5.15999984741211,242,781,1946
2347167796,"4/23/2016",16901,11.3699998855591,427,591,2629
2347167796,"4/24/2016",9471,6.26000022888184,360,584,2187
2347167796,"4/25/2016",9482,6.38000011444092,303,653,2095
2347167796,"4/26/2016",5980,3.95000004768372,227,732,1861
2347167796,"4/27/2016",11423,7.57999992370605,330,623,2194
2347167796,"4/28/2016",5439,3.59999990463257,229,764,1854
2347167796,"4/29/2016",42,0.0299999993294477,4,2,403
2873212765,"4/12/2016",8796,5.90999984741211,379,1061,1982
2873212765,"4/13/2016",7618,5.11999988555908,412,1028,2004
2873212765,"4/14/2016",7910,5.32000017166138,331,1109,1893
2873212765,"4/15/2016",8482,5.69999980926514,448,992,2063
2873212765,"4/16/2016",9685,6.65000009536743,353,1087,2148
2873212765,"4/17/2016",2524,1.70000004768372,168,1272,1529
2873212765,"4/18/2016",7762,5.23999977111816,318,1122,1890
2873212765,"4/19/2016",7948,5.36999988555908,389,1051,1956
2873212765,"4/20/2016",9202,6.30000019073486,405,1035,2094
2873212765,"4/21/2016",8859,5.98000001907349,383,1057,1970
2873212765,"4/22/2016",7286,4.90000009536743,412,1028,2241
2873212765,"4/23/2016",9317,6.34999990463257,363,1077,2021
2873212765,"4/24/2016",6873,4.67999982833862,237,1203,1898
2873212765,"4/25/2016",7373,4.94999980926514,359,1081,1907
2873212765,"4/26/2016",8242,5.53999996185303,316,1124,1882
2873212765,"4/27/2016",3516,2.35999989509583,243,1197,1966
2873212765,"4/28/2016",7913,5.40999984741211,248,1192,1835
2873212765,"4/29/2016",7365,4.94999980926514,249,1191,1780
2873212765,"4/30/2016",8452,5.67999982833862,273,1167,1830
2873212765,"5/1/2016",7399,4.96999979019165,221,1219,1739
2873212765,"5/2/2016",7525,5.05999994277954,341,1099,1878
2873212765,"5/3/2016",7412,4.98000001907349,370,1070,1906
2873212765,"5/4/2016",8278,5.55999994277954,420,1020,2015
2873212765,"5/5/2016",8314,5.6100001335144,347,1093,1971
2873212765,"5/6/2016",7063,4.75,375,1065,1910
2873212765,"5/7/2016",4940,3.38000011444092,138,1302,1897
2873212765,"5/8/2016",8168,5.53999996185303,372,1068,2096
2873212765,"5/9/2016",7726,5.19000005722046,345,1095,1906
2873212765,"5/10/2016",8275,5.55999994277954,373,1067,1962
2873212765,"5/11/2016",6440,4.32999992370605,319,1121,1826
2873212765,"5/12/2016",7566,5.1100001335144,268,720,1431
3372868164,"4/12/2016",4747,3.24000000953674,280,1160,1788
3372868164,"4/13/2016",9715,6.63000011444092,395,1045,2093
3372868164,"4/14/2016",8844,6.03000020980835,401,1039,2065
3372868164,"4/15/2016",7451,5.07999992370605,335,1105,1908
3372868164,"4/16/2016",6905,4.73000001907349,356,1084,1908
3372868164,"4/17/2016",8199,5.88000011444092,335,1105,1964
3372868164,"4/18/2016",6798,4.6399998664856,370,1070,2014
3372868164,"4/19/2016",7711,5.26000022888184,376,1064,1985
3372868164,"4/20/2016",4880,3.32999992370605,292,1148,1867
3372868164,"4/21/2016",8857,6.07000017166138,403,1037,2124
3372868164,"4/22/2016",3843,2.61999988555908,206,1234,1669
3372868164,"4/23/2016",7396,5.07000017166138,325,1115,1995
3372868164,"4/24/2016",6731,4.59000015258789,313,1127,1921
3372868164,"4/25/2016",5995,4.09000015258789,416,1024,2010
3372868164,"4/26/2016",8283,5.78999996185303,357,1083,2057
3372868164,"4/27/2016",7904,5.42000007629395,383,1057,2095
3372868164,"4/28/2016",5512,3.75999999046326,385,1055,1972
3372868164,"4/29/2016",9135,6.23000001907349,402,1038,2044
3372868164,"4/30/2016",5250,3.57999992370605,321,1119,1946
3372868164,"5/1/2016",3077,2.09999990463257,172,842,1237
3977333714,"4/12/2016",8856,5.98000001907349,194,777,1450
3977333714,"4/13/2016",10035,6.71000003814697,230,754,1495
3977333714,"4/14/2016",7641,5.1100001335144,242,801,1433
3977333714,"4/15/2016",9010,6.05999994277954,240,644,1468
3977333714,"4/16/2016",13459,9,267,663,1625
3977333714,"4/17/2016",10415,6.96999979019165,274,600,1529
3977333714,"4/18/2016",11663,7.80000019073486,313,605,1584
3977333714,"4/19/2016",12414,8.77999973297119,307,738,1638
3977333714,"4/20/2016",11658,7.82999992370605,264,845,1554
3977333714,"4/21/2016",6093,4.07999992370605,242,712,1397
3977333714,"4/22/2016",8911,5.96000003814697,233,731,1481
3977333714,"4/23/2016",12058,8.06999969482422,344,724,1638
3977333714,"4/24/2016",14112,10,254,660,1655
3977333714,"4/25/2016",11177,8.47999954223633,192,781,1570
3977333714,"4/26/2016",11388,7.61999988555908,272,797,1551
3977333714,"4/27/2016",7193,5.03999996185303,186,714,1377
3977333714,"4/28/2016",7114,4.88000011444092,213,804,1407
3977333714,"4/29/2016",10645,7.75,218,744,1545
3977333714,"4/30/2016",13238,9.19999980926514,289,687,1650
3977333714,"5/1/2016",10414,7.07000017166138,205,691,1501
3977333714,"5/2/2016",16520,11.0500001907349,343,713,1760
3977333714,"5/3/2016",14335,9.59000015258789,346,594,1710
3977333714,"5/4/2016",13559,9.4399995803833,252,852,1628
3977333714,"5/5/2016",12312,8.57999992370605,280,680,1618
3977333714,"5/6/2016",11677,8.27999973297119,252,676,1590
3977333714,"5/7/2016",11550,7.73000001907349,294,703,1574
3977333714,"5/8/2016",13585,9.09000015258789,296,688,1633
3977333714,"5/9/2016",14687,10.0799999237061,281,1159,1667
3977333714,"5/10/2016",13072,8.77999973297119,312,676,1630
3977333714,"5/11/2016",746,0.5,13,13,52
4020332650,"4/12/2016",8539,6.11999988555908,350,712,3654
4020332650,"4/13/2016",0,0,0,1440,1981
4020332650,"4/14/2016",108,0.0799999982118607,3,1437,2011
4020332650,"4/15/2016",1882,1.35000002384186,141,1299,2951
4020332650,"4/16/2016",1982,1.41999995708466,141,1222,3051
4020332650,"4/17/2016",16,0.00999999977648258,2,1438,1990
4020332650,"4/18/2016",62,0.0399999991059303,2,1438,1995
4020332650,"4/19/2016",0,0,0,1440,1980
4020332650,"4/20/2016",0,0,0,1440,1980
4020332650,"4/21/2016",0,0,0,1440,1980
4020332650,"4/22/2016",0,0,0,1440,1980
4020332650,"4/23/2016",0,0,0,1440,1980
4020332650,"4/24/2016",0,0,0,1440,1980
4020332650,"4/25/2016",0,0,0,1440,1980
4020332650,"4/26/2016",0,0,0,1440,1980
4020332650,"4/27/2016",0,0,0,1440,1980
4020332650,"4/28/2016",0,0,0,1440,1980
4020332650,"4/29/2016",0,0,0,1440,1980
4020332650,"4/30/2016",0,0,0,1440,1980
4020332650,"5/1/2016",0,0,0,1440,1980
4020332650,"5/2/2016",475,0.340000003576279,42,1350,2207
4020332650,"5/3/2016",4496,3.22000002861023,174,950,2828
4020332650,"5/4/2016",10252,7.34999990463257,405,531,3879
4020332650,"5/5/2016",11728,8.43000030517578,276,916,3429
4020332650,"5/6/2016",4369,3.13000011444092,177,855,2704
4020332650,"5/7/2016",6132,4.40000009536743,184,1256,2975
4020332650,"5/8/2016",5862,4.19999980926514,263,775,3089
4020332650,"5/9/2016",4556,3.26999998092651,181,1225,2785
4020332650,"5/10/2016",5546,3.98000001907349,206,774,2926
4020332650,"5/11/2016",3689,2.65000009536743,144,1296,2645
4020332650,"5/12/2016",590,0.419999986886978,21,721,1120
4057192912,"4/12/2016",5394,4.03000020980835,164,1276,2286
4057192912,"4/13/2016",5974,4.46999979019165,160,1280,2306
4057192912,"4/14/2016",0,0,0,1440,1776
4057192912,"4/15/2016",3984,2.95000004768372,97,873,1527
4319703577,"4/12/2016",7753,5.19999980926514,0,1440,2115
4319703577,"4/13/2016",8204,5.5,119,1234,2135
4319703577,"4/14/2016",10210,6.88000011444092,349,589,2302
4319703577,"4/15/2016",5664,3.79999995231628,228,752,1985
4319703577,"4/16/2016",4744,3.1800000667572,194,724,1884
4319703577,"4/17/2016",29,0.0199999995529652,3,1363,1464
4319703577,"4/18/2016",2276,1.54999995231628,68,824,1632
4319703577,"4/19/2016",8925,5.98999977111816,311,604,2200
4319703577,"4/20/2016",8954,6.01000022888184,324,671,2220
4319703577,"4/21/2016",3702,2.48000001907349,34,1265,1792
4319703577,"4/22/2016",4500,3.01999998092651,196,709,1886
4319703577,"4/23/2016",4935,3.30999994277954,233,546,1945
4319703577,"4/24/2016",4081,2.74000000953674,197,692,1880
4319703577,"4/25/2016",9259,6.21000003814697,398,544,2314
4319703577,"4/26/2016",9899,6.6399998664856,317,649,2236
4319703577,"4/27/2016",10780,7.23000001907349,353,680,2324
4319703577,"4/28/2016",10817,7.28000020980835,380,552,2367
4319703577,"4/29/2016",7990,5.3600001335144,313,624,2175
4319703577,"4/30/2016",8221,5.51999998092651,240,695,2092
4319703577,"5/1/2016",1251,0.839999973773956,67,836,1593
4319703577,"5/2/2016",9261,6.23999977111816,355,585,2270
4319703577,"5/3/2016",9648,6.46999979019165,321,669,2235
4319703577,"5/4/2016",10429,7.01999998092651,334,1106,2282
4319703577,"5/5/2016",13658,9.48999977111816,389,957,2530
4319703577,"5/6/2016",9524,6.42000007629395,331,692,2266
4319703577,"5/7/2016",7937,5.32999992370605,310,586,2158
4319703577,"5/8/2016",3672,2.46000003814697,153,603,1792
4319703577,"5/9/2016",10378,6.96000003814697,390,490,2345
4319703577,"5/10/2016",9487,6.36999988555908,344,555,2260
4319703577,"5/11/2016",9129,6.13000011444092,332,574,2232
4319703577,"5/12/2016",17,0.00999999977648258,2,0,257
4388161847,"4/12/2016",10122,7.78000020980835,0,1440,2955
4388161847,"4/13/2016",10993,8.44999980926514,165,1275,3092
4388161847,"4/14/2016",8863,6.82000017166138,264,945,2998
4388161847,"4/15/2016",8758,6.73000001907349,299,837,3066
4388161847,"4/16/2016",6580,5.05999994277954,268,609,3073
4388161847,"4/17/2016",4660,3.57999992370605,201,721,2572
4388161847,"4/18/2016",11009,9.10000038146973,274,1017,3274
4388161847,"4/19/2016",10181,7.82999992370605,285,704,3015
4388161847,"4/20/2016",10553,8.11999988555908,289,696,3083
4388161847,"4/21/2016",10055,7.73000001907349,291,853,3069
4388161847,"4/22/2016",12139,9.34000015258789,322,945,3544
4388161847,"4/23/2016",13236,10.1800003051758,278,749,3306
4388161847,"4/24/2016",10243,7.88000011444092,261,584,2885
4388161847,"4/25/2016",12961,9.97000026702881,343,1054,3288
4388161847,"4/26/2016",9461,7.28000020980835,261,673,2929
4388161847,"4/27/2016",11193,8.60999965667725,300,684,3074
4388161847,"4/28/2016",10074,7.75,262,878,2969
4388161847,"4/29/2016",9232,7.09999990463257,265,1175,2979
4388161847,"4/30/2016",12533,9.64000034332275,357,537,3283
4388161847,"5/1/2016",10255,7.8899998664856,268,579,2926
4388161847,"5/2/2016",10096,8.39999961853027,241,935,3147
4388161847,"5/3/2016",12727,9.78999996185303,342,984,3290
4388161847,"5/4/2016",12375,9.52000045776367,307,632,3162
4388161847,"5/5/2016",9603,7.38000011444092,250,896,2899
4388161847,"5/6/2016",13175,10.1300001144409,340,1100,3425
4388161847,"5/7/2016",22770,17.5400009155273,436,508,4022
4388161847,"5/8/2016",17298,14.3800001144409,323,576,3934
4388161847,"5/9/2016",10218,7.8600001335144,283,1020,3013
4388161847,"5/10/2016",10299,7.92000007629395,294,648,3061
4388161847,"5/11/2016",10201,7.84000015258789,282,858,2954
4388161847,"5/12/2016",3369,2.58999991416931,108,825,1623
4445114986,"4/12/2016",3276,2.20000004768372,196,787,2113
4445114986,"4/13/2016",2961,1.99000000953674,194,840,2095
4445114986,"4/14/2016",3974,2.67000007629395,231,717,2194
4445114986,"4/15/2016",7198,4.82999992370605,350,711,2496
4445114986,"4/16/2016",3945,2.65000009536743,225,716,2180
4445114986,"4/17/2016",2268,1.51999998092651,114,1219,1933
4445114986,"4/18/2016",6155,4.23999977111816,193,1247,2248
4445114986,"4/19/2016",2064,1.38999998569489,121,895,1954
