Province_State;Country_Region;Confirmed;Deaths;Recovered;Active
Switzerland;Switzerland;521320;9381;317600;194339
Syria;Syria;14048;921;7562;5565
Taiwan;Taiwan;911;8;830;73
Tajikistan;Tajikistan;13308;90;13218;0
Tanzania;Tanzania;509;21;183;305
Thailand;Thailand;19618;77;12514;7027
Timor-Leste;Timor-Leste;70;0;55;15
Togo;Togo;5074;77;4268;729
Trinidad and Tobago;Trinidad and Tobago;7564;134;7168;262
Tunisia;Tunisia;208885;6754;157446;44685
Turkey;Turkey;2477463;25993;2362415;89055
Alabama;US;5669;69;0;5600
Alabama;US;18126;224;0;17902
Alabama;US;1951;40;0;1911
Alabama;US;2307;52;0;2255
Alabama;US;5713;100;0;5613
Alabama;US;1086;29;0;1057
Alabama;US;1812;60;0;1752
Alabama;US;12011;232;0;11779
Alabama;US;3203;76;0;3127
Alabama;US;1704;35;0;1669
Alabama;US;3544;79;0;3465
Alabama;US;535;24;0;511
Alabama;US;3227;38;0;3189
Alabama;US;1328;50;0;1278
Alabama;US;1281;28;0;1253
Alabama;US;4915;72;0;4843
Alabama;US;5736;104;0;5632
Alabama;US;1007;23;0;984
Alabama;US;678;19;0;659
Alabama;US;3581;87;0;3494
Alabama;US;1312;48;0;1264
Alabama;US;8551;149;0;8402
Alabama;US;4290;98;0;4192
Alabama;US;3224;111;0;3113
Alabama;US;8133;137;0;7996
Alabama;US;8602;134;0;8468
Alabama;US;3523;48;0;3475
Alabama;US;12515;246;0;12269
Alabama;US;1856;38;0;1818
Alabama;US;3842;60;0;3782
Alabama;US;2258;52;0;2206
Alabama;US;801;27;0;774
Alabama;US;1958;54;0;1904
Alabama;US;1675;32;0;1643
Alabama;US;9471;209;0;9262
Alabama;US;6245;70;0;6175
Alabama;US;66884;1128;0;65756
Alabama;US;1248;28;0;1220
Alabama;US;8180;156;0;8024
Alabama;US;2647;70;0;2577
Alabama;US;13829;128;0;13701
Alabama;US;8676;106;0;8570
Alabama;US;1232;39;0;1193
Alabama;US;1288;38;0;1250
Alabama;US;29680;287;0;29393
Alabama;US;2188;34;0;2154
Alabama;US;2613;74;0;2539
Alabama;US;10780;152;0;10628
Alabama;US;33060;611;0;32449
Alabama;US;1569;22;0;1547
Alabama;US;20921;370;0;20551
Alabama;US;13001;175;0;12826
Alabama;US;0;0;0;0
Alabama;US;1027;20;0;1007
Alabama;US;2095;33;0;2062
Alabama;US;2746;41;0;2705
Alabama;US;1518;37;0;1481
Alabama;US;3751;19;0;3732
Alabama;US;20216;160;0;20056
Alabama;US;8159;155;0;8004
Alabama;US;930;28;0;902
Alabama;US;6837;117;0;6720
Alabama;US;3325;114;0;3211
Alabama;US;22421;302;0;22119
Alabama;US;0;0;0;0
Alabama;US;6158;197;0;5961
Alabama;US;1474;27;0;1447
Alabama;US;1137;22;0;1115
Alabama;US;2379;44;0;2335
Alaska;US;87;0;0;87
Alaska;US;328;0;0;328
Alaska;US;25483;141;0;25342
Alaska;US;3341;15;0;3326
Alaska;US;0;0;0;0
Alaska;US;170;0;0;170
Alaska;US;68;0;0;68
Alaska;US;169;1;0;168
Alaska;US;5877;26;0;5851
Alaska;US;26;0;0;26
Alaska;US;1159;5;0;1154
Alaska;US;3917;21;0;3896
Alaska;US;284;1;0;283
Alaska;US;1035;5;0;1030
Alaska;US;1125;3;0;1122
Alaska;US;7495;27;0;7468
Alaska;US;310;0;0;310
Alaska;US;983;3;0;980
Alaska;US;573;1;0;572
Alaska;US;47;1;0;46
Alaska;US;75;1;0;74
Alaska;US;304;0;0;304
Alaska;US;16;0;0;16
Alaska;US;435;3;0;432
Alaska;US;236;0;0;236
Alaska;US;446;3;0;443
Alaska;US;27;0;0;27
Alaska;US;66;1;0;65
Alaska;US;269;4;0;265
Arizona;US;9607;311;0;9296
Arizona;US;10452;227;0;10225
Arizona;US;15228;276;0;14952
Arizona;US;6023;188;0;5835
Arizona;US;5117;65;0;5052
Arizona;US;523;6;0;517
Arizona;US;2247;58;0;2189
Arizona;US;472760;7462;0;465298
Arizona;US;19395;519;0;18876
Arizona;US;14482;429;0;14053
Arizona;US;0;0;0;0
Arizona;US;101457;1740;0;99717
Arizona;US;42322;612;0;41710
Arizona;US;7428;149;0;7279
Arizona;US;0;0;0;0
Arizona;US;16236;381;0;15855
Arizona;US;35127;697;0;34430
Arkansas;US;1774;36;0;1738
Arkansas;US;1640;27;0;1613
Arkansas;US;2635;95;0;2540
Arkansas;US;25105;348;0;24757
Arkansas;US;3334;74;0;3260
Arkansas;US;1250;29;0;1221
Arkansas;US;346;2;0;344
Arkansas;US;2580;39;0;2541
Arkansas;US;1551;38;0;1513
Arkansas;US;1837;34;0;1803
Arkansas;US;1564;42;0;1522
Arkansas;US;1761;59;0;1702
Arkansas;US;796;23;0;773
Arkansas;US;1930;50;0;1880
Arkansas;US;1983;27;0;1956
Arkansas;US;12141;166;0;11975
Arkansas;US;6196;90;0;6106
Arkansas;US;5360;84;0;5276
Arkansas;US;1819;43;0;1776
Arkansas;US;668;12;0;656
Arkansas;US;1206;17;0;1189
Arkansas;US;1864;31;0;1833
Arkansas;US;10624;135;0;10489
Arkansas;US;1502;30;0;1472
Arkansas;US;1024;42;0;982
Arkansas;US;8370;206;0;8164
Arkansas;US;1386;28;0;1358
Arkansas;US;5498;65;0;5433
Arkansas;US;1632;14;0;1618
Arkansas;US;4399;62;0;4337
Arkansas;US;1352;21;0;1331
Arkansas;US;3454;113;0;3341
Arkansas;US;1557;36;0;1521
Arkansas;US;3066;32;0;3034
Arkansas;US;8061;148;0;7913
Arkansas;US;2505;28;0;2477
Arkansas;US;445;7;0;438
Arkansas;US;1907;41;0;1866
Arkansas;US;1597;31;0;1566
Arkansas;US;3051;38;0;3013
Arkansas;US;1036;39;0;997
Arkansas;US;1974;17;0;1957
Arkansas;US;5963;103;0;5860
Arkansas;US;1340;18;0;1322
Arkansas;US;867;27;0;840
Arkansas;US;3376;29;0;3347
Arkansas;US;5250;105;0;5145
Arkansas;US;732;14;0;718
Arkansas;US;654;27;0;627
Arkansas;US;717;23;0;694
Arkansas;US;647;26;0;621
Arkansas;US;1964;45;0;1919
Arkansas;US;678;7;0;671
Arkansas;US;1607;31;0;1576
Arkansas;US;877;19;0;858
Arkansas;US;2927;72;0;2855
Arkansas;US;1656;56;0;1600
Arkansas;US;7188;86;0;7102
Arkansas;US;790;21;0;769
Arkansas;US;33841;508;0;33333
Arkansas;US;1834;46;0;1788
Arkansas;US;10403;148;0;10255
Arkansas;US;869;14;0;855
Arkansas;US;615;14;0;601
Arkansas;US;13555;230;0;13325
Arkansas;US;2343;25;0;2318
Arkansas;US;1445;46;0;1399
Arkansas;US;3315;32;0;3283
Arkansas;US;924;29;0;895
Arkansas;US;2907;0;0;2907
Arkansas;US;3331;92;0;3239
Arkansas;US;1117;13;0;1104
Arkansas;US;27660;307;0;27353
Arkansas;US;6496;89;0;6407
Arkansas;US;552;6;0;546
Arkansas;US;3048;61;0;2987
California;US;73771;980;0;72791
California;US;74;0;0;74
California;US;3181;33;0;3148
California;US;10177;138;0;10039
California;US;1763;23;0;1740
California;US;1935;10;0;1925
California;US;57021;529;0;56492
California;US;883;3;0;880
California;US;8359;79;0;8280
California;US;88476;1137;0;87339
California;US;2074;23;0;2051
California;US;2754;30;0;2724
California;US;26160;532;0;25628
California;US;1083;29;0;1054
California;US;93628;624;0;93004
California;US;20668;171;0;20497
California;US;2809;32;0;2777
California;US;5393;16;0;5377
California;US;1116892;16770;0;1100122
California;US;14443;175;0;14268
California;US;12284;172;0;12112
California;US;367;5;0;362
California;US;3392;37;0;3355
California;US;26230;350;0;25880
California;US;407;4;0;403
California;US;1164;4;0;1160
California;US;39425;285;0;39140
California;US;8342;54;0;8288
California;US;3499;74;0;3425
California;US;245978;3062;0;242916
California;US;18430;199;0;18231
California;US;626;6;0;620
California;US;271910;3091;0;268819
California;US;86388;1239;0;85149
California;US;5401;52;0;5349
California;US;274429;1839;0;272590
California;US;238042;2619;0;235423
California;US;31427;323;0;31104
California;US;61901;853;0;61048
California;US;17605;168;0;17437
California;US;35466;382;0;35084
California;US;28342;291;0;28051
California;US;101964;1414;0;100550
California;US;13383;148;0;13235
California;US;10333;142;0;10191
California;US;95;0;0;95
California;US;1532;13;0;1519
California;US;27706;122;0;27584
California;US;25992;260;0;25732
California;US;50983;828;0;50155
California;US;8264;86;0;8178
California;US;4660;47;0;4613
California;US;307;5;0;302
California;US;44518;588;0;43930
California;US;3549;49;0;3500
California;US;0;0;0;0
California;US;69931;598;0;69333
California;US;11698;149;0;11549
California;US;5324;31;0;5293
Colorado;US;45735;587;0;45148
Colorado;US;1166;28;0;1138
Colorado;US;45027;615;0;44412
Colorado;US;604;1;0;603
Colorado;US;264;3;0;261
Colorado;US;1290;20;0;1270
Colorado;US;17224;213;0;17011
Colorado;US;3420;70;0;3350
Colorado;US;1312;23;0;1289
Colorado;US;120;5;0;115
Colorado;US;344;2;0;342
Colorado;US;407;4;0;403
Colorado;US;179;2;0;177
Colorado;US;1817;14;0;1803
Colorado;US;160;1;0;159
Colorado;US;2333;52;0;2281
Colorado;US;55734;737;0;54997
Colorado;US;62;0;0;62
Colorado;US;18920;219;0;18701
Colorado;US;4390;17;0;4373
Colorado;US;47777;705;0;47072
Colorado;US;1156;12;0;1144
Colorado;US;5171;37;0;5134
Colorado;US;4815;38;0;4777
Colorado;US;149;3;0;146
Colorado;US;974;5;0;969
Colorado;US;1054;6;0;1048
Colorado;US;16;0;0;16
Colorado;US;293;17;0;276
Colorado;US;45;0;0;45
Colorado;US;34593;683;0;33910
Colorado;US;88;3;0;85
Colorado;US;504;10;0;494
Colorado;US;2707;34;0;2673
Colorado;US;534;0;0;534
Colorado;US;18065;197;0;17868
Colorado;US;917;11;0;906
Colorado;US;957;3;0;954
Colorado;US;3624;60;0;3564
Colorado;US;12111;173;0;11938
Colorado;US;61;1;0;60
Colorado;US;620;22;0;598
Colorado;US;1630;22;0;1608
Colorado;US;3024;45;0;2979
Colorado;US;2366;89;0;2277
Colorado;US;1788;59;0;1729
Colorado;US;209;3;0;206
Colorado;US;0;0;0;0
Colorado;US;486;5;0;481
Colorado;US;325;11;0;314
Colorado;US;1831;4;0;1827
Colorado;US;1126;21;0;1105
Colorado;US;14339;356;0;13983
Colorado;US;399;3;0;396
Colorado;US;624;10;0;614
Colorado;US;1622;19;0;1603
Colorado;US;293;4;0;289
Colorado;US;43;0;0;43
Colorado;US;673;0;0;673
Colorado;US;189;2;0;187
Colorado;US;2646;5;0;2641
Colorado;US;1181;14;0;1167
Colorado;US;38;0;0;38
Colorado;US;365;12;0;353
Colorado;US;23586;307;0;23279
Colorado;US;663;16;0;647
Connecticut;US;72026;1932;0;70094
Connecticut;US;63211;2107;0;61104
Connecticut;US;9883;254;0;9629
Connecticut;US;9202;319;0;8883
Connecticut;US;63085;1786;0;61299
Connecticut;US;16753;364;0;16389
Connecticut;US;6841;135;0;6706
Connecticut;US;822;7;0;815
Connecticut;US;8200;142;0;8058
Delaware;US;12821;202;0;12619
Delaware;US;44340;540;0;43800
Delaware;US;20728;348;0;20380
Delaware;US;182;0;0;182
Diamond Princess;US;49;0;0;49
District of Columbia;US;36872;913;0;35959
Florida;US;20655;171;0;20484
Florida;US;3034;48;0;2986
Florida;US;16615;290;0;16325
Florida;US;2656;38;0;2618
Florida;US;29345;654;0;28691
Florida;US;172864;2092;0;170772
Florida;US;1530;36;0;1494
Florida;US;9719;299;0;9420
Florida;US;8676;344;0;8332
Florida;US;15387;244;0;15143
Florida;US;27810;404;0;27406
Florida;US;7235;143;0;7092
Florida;US;3372;67;0;3305
Florida;US;1394;13;0;1381
Florida;US;81927;911;0;81016
Florida;US;30942;528;0;30414
Florida;US;5294;70;0;5224
Florida;US;1235;10;0;1225
Florida;US;5092;70;0;5022
Florida;US;1223;28;0;1195
Florida;US;870;13;0;857
Florida;US;1697;32;0;1665
Florida;US;1501;17;0;1484
Florida;US;2583;23;0;2560
Florida;US;4051;55;0;3996
Florida;US;9948;342;0;9606
Florida;US;6488;263;0;6225
Florida;US;100764;1293;0;99471
Florida;US;2083;42;0;2041
Florida;US;9795;227;0;9568
Florida;US;5665;133;0;5532
Florida;US;1296;22;0;1274
Florida;US;1531;23;0;1508
Florida;US;21824;425;0;21399
Florida;US;52653;794;0;51859
Florida;US;26503;231;0;26272
Florida;US;2552;23;0;2529
Florida;US;993;14;0;979
Florida;US;1834;37;0;1797
Florida;US;28589;498;0;28091
Florida;US;24510;588;0;23922
Florida;US;9630;239;0;9391
Florida;US;372120;4874;0;367246
Florida;US;5369;40;0;5329
Florida;US;6986;94;0;6892
Florida;US;16707;286;0;16421
Florida;US;3273;64;0;3209
Florida;US;103337;940;0;102397
Florida;US;33608;374;0;33234
Florida;US;107242;2166;0;105076
Florida;US;29608;539;0;29069
Florida;US;59475;1289;0;58186
Florida;US;50474;967;0;49507
Florida;US;5463;101;0;5362
Florida;US;15486;215;0;15271
Florida;US;24759;624;0;24135
Florida;US;24153;373;0;23780
Florida;US;18328;166;0;18162
Florida;US;19510;488;0;19022
Florida;US;7104;186;0;6918
Florida;US;4844;117;0;4727
Florida;US;2491;34;0;2457
Florida;US;3334;0;0;3334
Florida;US;1664;70;0;1594
Florida;US;30961;535;0;30426
Florida;US;2960;41;0;2919
Florida;US;6294;68;0;6226
Florida;US;2462;34;0;2428
Georgia;US;2017;53;0;1964
Georgia;US;939;14;0;925
Georgia;US;1309;30;0;1279
Georgia;US;208;6;0;202
Georgia;US;3950;94;0;3856
Georgia;US;1554;28;0;1526
Georgia;US;8053;94;0;7959
Georgia;US;11249;167;0;11082
Georgia;US;1960;66;0;1894
Georgia;US;1528;35;0;1493
Georgia;US;13288;326;0;12962
Georgia;US;1313;43;0;1270
Georgia;US;1380;25;0;1355
Georgia;US;1180;38;0;1142
Georgia;US;2706;26;0;2680
Georgia;US;5738;78;0;5660
Georgia;US;2177;37;0;2140
Georgia;US;2365;60;0;2305
Georgia;US;536;12;0;524
Georgia;US;3285;25;0;3260
Georgia;US;870;42;0;828
Georgia;US;9614;174;0;9440
Georgia;US;4803;53;0;4750
Georgia;US;1231;23;0;1208
Georgia;US;18253;301;0;17952
Georgia;US;2674;3;0;2671
Georgia;US;2376;58;0;2318
Georgia;US;24211;207;0;24004
Georgia;US;13054;92;0;12962
Georgia;US;219;3;0;216
Georgia;US;19700;309;0;19391
Georgia;US;851;19;0;832
Georgia;US;62694;746;0;61948
Georgia;US;4908;123;0;4785
Georgia;US;4057;75;0;3982
Georgia;US;14165;147;0;14018
Georgia;US;1589;35;0;1554
Georgia;US;11379;116;0;11263
Georgia;US;563;12;0;551
Georgia;US;1809;52;0;1757
Georgia;US;1090;9;0;1081
Georgia;US;2528;25;0;2503
Georgia;US;51275;655;0;50620
Georgia;US;2556;57;0;2499
Georgia;US;1969;87;0;1882
Georgia;US;910;34;0;876
Georgia;US;6613;249;0;6364
Georgia;US;11746;151;0;11595
Georgia;US;1046;44;0;1002
Georgia;US;428;6;0;422
Georgia;US;3603;48;0;3555
Georgia;US;2081;45;0;2036
Georgia;US;2309;68;0;2241
Georgia;US;836;17;0;819
Georgia;US;1975;53;0;1922
Georgia;US;6796;111;0;6685
Georgia;US;9912;162;0;9750
Georgia;US;16604;111;0;16493
Georgia;US;2334;34;0;2300
Georgia;US;77344;954;0;76390
Georgia;US;2502;50;0;2452
Georgia;US;228;10;0;218
Georgia;US;6806;152;0;6654
Georgia;US;6367;83;0;6284
Georgia;US;1879;46;0;1833
Georgia;US;1533;37;0;1496
Georgia;US;83370;768;0;82602
Georgia;US;4499;122;0;4377
Georgia;US;23916;327;0;23589
Georgia;US;821;54;0;767
Georgia;US;2271;64;0;2207
Georgia;US;2084;37;0;2047
Georgia;US;2058;45;0;2013
Georgia;US;725;14;0;711
Georgia;US;19121;217;0;18904
Georgia;US;11992;181;0;11811
Georgia;US;842;24;0;818
Georgia;US;8258;106;0;8152
Georgia;US;1171;27;0;1144
Georgia;US;1605;38;0;1567
Georgia;US;1703;49;0;1654
Georgia;US;776;37;0;739
Georgia;US;1005;38;0;967
Georgia;US;1665;31;0;1634
Georgia;US;1716;41;0;1675
Georgia;US;683;10;0;673
Georgia;US;5051;141;0;4910
Georgia;US;2385;40;0;2345
Georgia;US;2728;40;0;2688
Georgia;US;668;17;0;651
Georgia;US;711;9;0;702
Georgia;US;10712;164;0;10548
Georgia;US;2598;40;0;2558
Georgia;US;695;19;0;676
Georgia;US;2735;37;0;2698
Georgia;US;461;11;0;450
Georgia;US;2083;35;0;2048
Georgia;US;656;12;0;644
Georgia;US;1646;33;0;1613
Georgia;US;713;7;0;706
Georgia;US;1837;71;0;1766
Georgia;US;2127;82;0;2045
Georgia;US;806;19;0;787
Georgia;US;1596;12;0;1584
Georgia;US;4096;53;0;4043
Georgia;US;13112;263;0;12849
Georgia;US;8346;164;0;8182
Georgia;US;3288;49;0;3239
Georgia;US;1279;17;0;1262
Georgia;US;28391;420;0;27971
Georgia;US;12699;148;0;12551
Georgia;US;2159;39;0;2120
Georgia;US;2729;51;0;2678
Georgia;US;2179;42;0;2137
Georgia;US;1835;28;0;1807
Georgia;US;4772;65;0;4707
Georgia;US;804;33;0;771
Georgia;US;1784;39;0;1745
Georgia;US;147;1;0;146
Georgia;US;1473;35;0;1438
Georgia;US;549;31;0;518
Georgia;US;20516;345;0;20171
Georgia;US;5724;112;0;5612
Georgia;US;275;2;0;273
Georgia;US;809;19;0;790
Georgia;US;848;15;0;833
Georgia;US;4988;129;0;4859
Georgia;US;2773;66;0;2707
Georgia;US;763;18;0;745
Georgia;US;2231;85;0;2146
Georgia;US;411;13;0;398
Georgia;US;106;0;0;106
Georgia;US;1996;44;0;1952
Georgia;US;689;21;0;668
Georgia;US;1134;45;0;1089
Georgia;US;694;37;0;657
Georgia;US;3955;99;0;3856
Georgia;US;4484;106;0;4378
Georgia;US;3012;85;0;2927
Georgia;US;990;42;0;948
Georgia;US;751;19;0;732
Georgia;US;6507;163;0;6344
Georgia;US;906;28;0;878
Georgia;US;571;27;0;544
Georgia;US;4207;10;0;4197
Georgia;US;1888;56;0;1832
Georgia;US;3008;100;0;2908
Georgia;US;5595;72;0;5523
Georgia;US;8326;158;0;8168
Georgia;US;4286;120;0;4166
Georgia;US;465;10;0;455
Georgia;US;1804;54;0;1750
Georgia;US;2990;64;0;2926
Georgia;US;120;3;0;117
Georgia;US;581;21;0;560
Georgia;US;2808;59;0;2749
Georgia;US;15012;174;0;14838
Georgia;US;717;42;0;675
Georgia;US;927;20;0;907
Georgia;US;809;21;0;788
Georgia;US;1613;52;0;1561
Grand Princess;US;103;3;0;100
Guam;US;7579;129;0;7450
Hawaii;US;2191;53;0;2138
Hawaii;US;21098;327;0;20771
Hawaii;US;180;1;0;179
Hawaii;US;2317;26;0;2291
Hawaii;US;286;2;0;284
Hawaii;US;0;0;0;0
Idaho;US;44483;409;0;44074
Idaho;US;310;3;0;307
Idaho;US;7364;84;0;7280
Idaho;US;328;2;0;326
Idaho;US;534;6;0;528
Idaho;US;4057;58;0;3999
Idaho;US;1946;14;0;1932
Idaho;US;288;2;0;286
Idaho;US;2691;27;0;2664
Idaho;US;11456;136;0;11320
Idaho;US;729;10;0;719
Idaho;US;185;1;0;184
Idaho;US;65;0;0;65
Idaho;US;23743;256;0;23487
Idaho;US;610;11;0;599
Idaho;US;2764;22;0;2742
Idaho;US;54;0;0;54
Idaho;US;974;12;0;962
Idaho;US;227;3;0;224
Idaho;US;1511;10;0;1501
Idaho;US;1015;12;0;1003
Idaho;US;949;14;0;935
Idaho;US;1644;27;0;1617
Idaho;US;1238;23;0;1215
Idaho;US;1143;17;0;1126
Idaho;US;2263;20;0;2243
Idaho;US;2421;18;0;2403
Idaho;US;15710;168;0;15542
Idaho;US;2501;6;0;2495
Idaho;US;475;9;0;466
Idaho;US;368;6;0;362
Idaho;US;476;10;0;466
Idaho;US;5862;21;0;5841
Idaho;US;2229;26;0;2203
Idaho;US;3289;45;0;3244
Idaho;US;311;3;0;308
Idaho;US;972;24;0;948
Idaho;US;2314;27;0;2287
Idaho;US;601;6;0;595
Idaho;US;964;30;0;934
Idaho;US;997;4;0;993
Idaho;US;8750;119;0;8631
Idaho;US;0;0;0;0
Idaho;US;715;4;0;711
Idaho;US;1157;20;0;1137
Illinois;US;7701;136;0;7565
Illinois;US;415;8;0;407
Illinois;US;1808;27;0;1781
Illinois;US;5719;82;0;5637
Illinois;US;641;12;0;629
Illinois;US;3118;85;0;3033
Illinois;US;453;5;0;448
Illinois;US;1502;33;0;1469
Illinois;US;1832;31;0;1801
Illinois;US;16327;110;0;16217
Illinois;US;3119;79;0;3040
Illinois;US;1590;36;0;1554
Illinois;US;1374;43;0;1331
Illinois;US;5318;92;0;5226
Illinois;US;4896;88;0;4808
Illinois;US;453634;9420;0;444214
Illinois;US;1893;37;0;1856
Illinois;US;1128;27;0;1101
Illinois;US;1208;29;0;1179
Illinois;US;7845;107;0;7738
Illinois;US;2120;35;0;2085
Illinois;US;72454;1196;0;71258
Illinois;US;1508;53;0;1455
Illinois;US;491;9;0;482
Illinois;US;4391;75;0;4316
Illinois;US;3012;54;0;2958
Illinois;US;1436;51;0;1385
Illinois;US;3992;75;0;3917
Illinois;US;2691;51;0;2640
Illinois;US;410;4;0;406
Illinois;US;1313;43;0;1270
Illinois;US;4673;57;0;4616
Illinois;US;751;17;0;734
Illinois;US;1591;37;0;1554
Illinois;US;318;10;0;308
Illinois;US;476;17;0;459
Illinois;US;4179;81;0;4098
Illinois;US;2672;59;0;2613
Illinois;US;4400;70;0;4330
Illinois;US;1077;16;0;1061
Illinois;US;3715;108;0;3607
Illinois;US;2356;63;0;2293
Illinois;US;1551;25;0;1526
Illinois;US;1298;15;0;1283
Illinois;US;48243;730;0;47513
Illinois;US;11878;189;0;11689
Illinois;US;10343;85;0;10258
Illinois;US;4792;149;0;4643
Illinois;US;10088;257;0;9831
Illinois;US;55958;944;0;55014
Illinois;US;2223;31;0;2192
Illinois;US;3214;79;0;3135
Illinois;US;3932;76;0;3856
Illinois;US;3218;63;0;3155
Illinois;US;9117;183;0;8934
Illinois;US;4136;101;0;4035
Illinois;US;26173;502;0;25671
Illinois;US;4178;114;0;4064
Illinois;US;748;15;0;733
Illinois;US;1222;42;0;1180
Illinois;US;1123;33;0;1090
Illinois;US;2231;51;0;2180
Illinois;US;22765;272;0;22493
Illinois;US;13873;178;0;13695
Illinois;US;961;10;0;951
Illinois;US;1209;31;0;1178
Illinois;US;3812;73;0;3739
Illinois;US;3257;63;0;3194
Illinois;US;3365;93;0;3272
Illinois;US;1433;28;0;1405
Illinois;US;4800;75;0;4725
Illinois;US;2;0;0;2
Illinois;US;15821;257;0;15564
Illinois;US;2879;65;0;2814
Illinois;US;1230;19;0;1211
Illinois;US;1637;50;0;1587
Illinois;US;264;3;0;261
Illinois;US;646;3;0;643
Illinois;US;375;3;0;372
Illinois;US;3861;80;0;3781
Illinois;US;1601;46;0;1555
Illinois;US;12426;314;0;12112
Illinois;US;2138;58;0;2080
Illinois;US;15262;251;0;15011
Illinois;US;659;17;0;642
Illinois;US;422;1;0;421
Illinois;US;2048;36;0;2012
Illinois;US;23677;472;0;23205
Illinois;US;504;21;0;483
Illinois;US;3750;83;0;3667
Illinois;US;12662;260;0;12402
Illinois;US;108;2;0;106
Illinois;US;2103;34;0;2069
Illinois;US;8025;120;0;7905
Illinois;US;1247;15;0;1232
Illinois;US;1624;46;0;1578
Illinois;US;1523;27;0;1496
Illinois;US;1577;44;0;1533
Illinois;US;1482;33;0;1449
Illinois;US;5571;180;0;5391
Illinois;US;61289;913;0;60376
Illinois;US;6522;124;0;6398
Illinois;US;27231;431;0;26800
Illinois;US;3447;70;0;3377
Indiana;US;3086;37;0;3049
Indiana;US;33692;566;0;33126
Indiana;US;6835;104;0;6731
Indiana;US;888;10;0;878
Indiana;US;1140;23;0;1117
Indiana;US;5712;69;0;5643
Indiana;US;905;35;0;870
Indiana;US;1659;16;0;1643
Indiana;US;5030;64;0;4966
Indiana;US;11156;149;0;11007
Indiana;US;2285;32;0;2253
Indiana;US;3815;45;0;3770
Indiana;US;832;9;0;823
Indiana;US;2762;76;0;2686
Indiana;US;3590;65;0;3525
Indiana;US;5034;47;0;4987
Indiana;US;2547;83;0;2464
Indiana;US;9395;136;0;9259
Indiana;US;5664;82;0;5582
Indiana;US;24684;348;0;24336
Indiana;US;2556;50;0;2506
Indiana;US;6681;118;0;6563
Indiana;US;1901;27;0;1874
Indiana;US;1534;33;0;1501
Indiana;US;1682;30;0;1652
Indiana;US;3857;60;0;3797
Indiana;US;6146;122;0;6024
Indiana;US;2479;64;0;2415
Indiana;US;30288;323;0;29965
Indiana;US;6969;108;0;6861
Indiana;US;3656;48;0;3608
Indiana;US;14888;260;0;14628
Indiana;US;5209;67;0;5142
Indiana;US;8578;153;0;8425
Indiana;US;3062;63;0;2999
Indiana;US;4384;48;0;4336
Indiana;US;2985;35;0;2950
Indiana;US;1721;23;0;1698
Indiana;US;2749;38;0;2711
Indiana;US;2044;38;0;2006
Indiana;US;15543;298;0;15245
Indiana;US;3430;39;0;3391
Indiana;US;8203;85;0;8118
Indiana;US;2345;63;0;2282
Indiana;US;9366;170;0;9196
Indiana;US;46443;699;0;45744
Indiana;US;4012;81;0;3931
Indiana;US;11273;230;0;11043
Indiana;US;86403;1360;0;85043
Indiana;US;5170;84;0;5086
Indiana;US;768;13;0;755
Indiana;US;3339;47;0;3292
Indiana;US;9685;115;0;9570
Indiana;US;3580;56;0;3524
Indiana;US;5665;100;0;5565
Indiana;US;945;21;0;924
Indiana;US;4831;59;0;4772
Indiana;US;506;7;0;499
Indiana;US;1659;35;0;1624
Indiana;US;1732;38;0;1694
Indiana;US;1336;9;0;1327
Indiana;US;1639;33;0;1606
Indiana;US;1226;26;0;1200
Indiana;US;15185;176;0;15009
Indiana;US;2465;28;0;2437
Indiana;US;999;38;0;961
Indiana;US;3042;54;0;2988
Indiana;US;2181;48;0;2133
Indiana;US;3073;48;0;3025
Indiana;US;1588;18;0;1570
Indiana;US;2328;41;0;2287
Indiana;US;4329;82;0;4247
Indiana;US;2012;25;0;1987
Indiana;US;27957;392;0;27565
Indiana;US;1803;44;0;1759
Indiana;US;3188;46;0;3142
Indiana;US;1966;33;0;1933
Indiana;US;699;5;0;694
Indiana;US;18509;150;0;18359
Indiana;US;1377;33;0;1344
Indiana;US;0;376;0;-376
Indiana;US;636;7;0;629
Indiana;US;20124;261;0;19863
Indiana;US;1531;35;0;1496
Indiana;US;11009;188;0;10821
Indiana;US;3126;51;0;3075
Indiana;US;704;7;0;697
Indiana;US;6991;104;0;6887
Indiana;US;1947;23;0;1924
Indiana;US;6322;167;0;6155
Indiana;US;2398;53;0;2345
Indiana;US;2795;43;0;2752
Indiana;US;3219;26;0;3193
Iowa;US;706;24;0;682
Iowa;US;308;3;0;305
Iowa;US;1328;37;0;1291
Iowa;US;1145;43;0;1102
Iowa;US;433;8;0;425
Iowa;US;2178;51;0;2127
Iowa;US;14374;259;0;14115
Iowa;US;2285;24;0;2261
Iowa;US;2537;51;0;2486
Iowa;US;1653;24;0;1629
Iowa;US;4006;35;0;3971
Iowa;US;1536;29;0;1507
Iowa;US;1248;9;0;1239
Iowa;US;2595;43;0;2552
Iowa;US;1180;45;0;1135
Iowa;US;1589;20;0;1569
Iowa;US;4814;74;0;4740
Iowa;US;1409;31;0;1378
Iowa;US;1150;12;0;1138
Iowa;US;850;13;0;837
Iowa;US;1755;23;0;1732
Iowa;US;1556;51;0;1505
Iowa;US;4697;72;0;4625
Iowa;US;2385;31;0;2354
Iowa;US;9337;78;0;9259
Iowa;US;713;23;0;690
Iowa;US;509;5;0;504
