"dates";"discussion_1";"discussion_2";"discussion_3";"discussion_4"
"29";2025-12-13 16:47:42;18.7433032521266;14.1410710212235;11.8028695327393;7.27091986057058
"30";2025-12-13 16:49:22;19.3639378320683;14.1271187900035;11.9454996603872;6.78400810873256
"31";2025-12-13 16:51:02;19.0002258349243;13.1810679064328;12.0785782750698;6.3297033803007
"32";2025-12-13 16:52:43;18.6479402941682;15.1098374855299;12.1942896454814;5.90172989494591
"33";2025-12-13 16:54:23;19.3156785842306;14.097976870759;11.3776745475899;5.50650869912359
"34";2025-12-13 16:56:03;18.9551983645449;14.0869105258778;10.61574571987;5.13775428446674
"35";2025-12-13 16:57:43;18.6188584267817;14.0765852610079;9.90484098640432;5.72672724135386
"36";2025-12-13 16:59:23;18.3050421684773;13.1339184567011;11.1318478659733;6.27625844125253
"37";2025-12-13 17:01:03;22.7999269773967;13.1874122197931;10.3863813157217;6.78898918063679
"38";2025-12-13 17:02:43;22.206117066078;12.3042906740626;9.69083643024982;8.22266681263981
"39";2025-12-13 17:04:26;20.6760005687689;11.4564613083051;9.95418241985791;7.65608247443887
"40";2025-12-13 17:06:06;20.224423655232;11.6222893584504;9.28758060150312;8.07641052611502
"41";2025-12-13 17:07:46;19.8030874966857;10.8439794086214;15.2137063166199;7.53555747406046
"42";2025-12-13 17:09:26;19.4099669602346;10.1177905477896;15.1279229084951;7.03092373292018
"43";2025-12-13 17:11:06;19.9800939769475;9.44023238254692;14.1148511670513;6.56008380379365
"44";2025-12-13 17:12:49;23.3321330662707;8.78975146938302;13.1422648043162;6.10806004736445
"45";2025-12-13 17:14:29;31.3449821521161;9.1341610998803;12.26216664594;6.63205453001572
"46";2025-12-13 17:16:09;34.0081209113931;9.45550664773726;13.3103112673556;6.1879256781758
"47";2025-12-13 17:17:49;41.4206554215731;8.82229965403446;12.4189595400668;6.7065717984526
"48";2025-12-13 17:19:29;46.2726456232985;8.23149663843792;11.5872989714431;7.19048573960342
"49";2025-12-13 17:21:12;44.9477019459602;8.59539869932972;10.7888740481348;6.69502402420788
"50";2025-12-13 17:22:52;42.8707218008809;8.01979056188719;10.9994084199819;7.17971128525428
"51";2025-12-13 17:24:33;45.7149527773283;7.47754434395727;10.2556997695906;6.69426577888912
"52";2025-12-13 17:26:15;49.3696181292989;6.96713037718422;10.487390535444;6.2373180707024
"53";2025-12-13 17:27:55;48.89915203841;6.50056249825116;9.78508136470012;6.75265653021085
"54";2025-12-13 17:29:35;49.4354974875042;6.06523927441526;9.12980373813721;6.30045132320319
"55";2025-12-13 17:31:15;52.7688899483468;5.65906834459421;8.51840809393809;6.81156193765712
"56";2025-12-13 17:32:56;51.11009490751;5.2764388503221;7.94244859274201;6.35100830219898
"57";2025-12-13 17:34:36;54.4459948418585;4.92309152517706;7.41056657061339;6.85873326701262
"58";2025-12-13 17:36:17;59.3417040776178;5.52261049600362;7.8418986137173;6.39499021223732
"59";2025-12-13 17:37:58;64.8945206814851;5.14920739632798;7.31168029543774;5.96260245478589
"60";2025-12-13 17:39:39;62.3721936051859;5.73343787863363;8.69379080619969;5.55944995283745
"61";2025-12-13 17:41:20;64.798394386649;5.34577999886306;8.10597306360937;5.18355600804752
"62";2025-12-13 17:43:01;66.1878253691361;5.91671951684105;7.55789974393035;4.83307757359196
"63";2025-12-13 17:44:41;65.6257046737288;6.45352750241923;7.0517698078146;5.44245381835477
"64";2025-12-13 17:46:21;65.9351620929807;6.95438706308408;6.5795338794142;5.07798896744047
"65";2025-12-13 17:48:01;67.2196317178641;6.48867256577421;7.07195516996441;4.73793123728189
"66";2025-12-13 17:49:41;65.6161895660826;6.05414557514713;6.59836748824609;5.35367914755361
"67";2025-12-13 17:51:22;64.9622168034991;7.5417881922095;6.1522286785848;4.99169808989765
"68";2025-12-13 17:53:02;65.3458428543959;7.0367371985142;7.63519277480009;4.65741900166577
"69";2025-12-13 17:54:43;65.716944696318;6.56095867250201;8.05133705100058;4.34251453882729
"70";2025-12-13 17:56:25;65.0607268898172;7.04485087947267;8.43349666968148;4.04609636066916
"71";2025-12-13 17:58:05;65.5123870075412;6.5730782910051;8.80176361836542;3.77514139144133
"72";2025-12-13 17:59:46;67.8140049724582;7.99471580417661;10.0943148773945;3.51989081776824
"73";2025-12-13 18:01:26;68.0414029468321;8.3923665947943;10.3513617991067;3.28417425958524
"74";2025-12-13 18:03:06;72.107650847087;7.8303549100145;11.5464779938196;3.9972759256858
"75";2025-12-13 18:04:47;74.8732613875336;7.30091710210182;10.7657800473777;3.72700605566872
"76";2025-12-13 18:06:28;76.4670464884034;6.80727644459529;10.0378678321262;4.40739656761059
"77";2025-12-13 18:08:09;76.9750925172999;9.22606949212121;10.2915588057503;4.10939700000819
"78";2025-12-13 18:09:49;76.6137947983248;8.60822721836033;10.535396891643;3.83420297633003
"79";2025-12-13 18:11:30;72.3660534310394;8.95858121701372;9.82306169101655;3.574959041386
"80";2025-12-13 18:13:11;72.2003913265188;8.35286006439043;10.091276462576;3.33324349975348
"81";2025-12-13 18:14:53;69.1570625851362;8.71443785162261;11.2730624400939;4.98482822934169
"82";2025-12-13 18:16:33;64.5258209897079;8.13085801826103;11.4511721637989;4.6510091951198
"83";2025-12-13 18:18:13;64.0165483457972;9.46873389302645;11.6173544121291;4.33954502298783
"84";2025-12-13 18:19:54;61.5925320603697;9.76090601196112;11.7642507484533;4.04613313671807
"85";2025-12-13 18:21:35;60.2620123397693;9.10093686093258;12.8374871547836;3.7725598590002
"86";2025-12-13 18:23:15;59.0509983827286;9.42450733668033;13.8774381324448;4.45295580253144
"87";2025-12-13 18:24:55;56.9822006638532;10.6711563066375;12.948107615582;4.15475467361709
"88";2025-12-13 18:26:35;55.0394803437915;10.8895738834756;12.081011583307;3.87652318222649
"89";2025-12-13 18:28:15;52.2866839893359;13.9283316027988;12.2050153699005;3.61692402147456
"90";2025-12-13 18:29:55;48.7852011801098;12.995592902476;11.387682002331;3.37470943991775
"91";2025-12-13 18:31:36;46.4190488048734;13.0493016919399;11.5501072972502;5.01454346169836
"92";2025-12-13 18:33:16;44.2435369622409;13.1084619866338;12.6762702527262;4.67873448725976
"93";2025-12-13 18:34:56;43.1951717034392;14.121595711595;12.760411346967;4.3654136352544
"94";2025-12-13 18:36:36;40.3025202744059;16.0089776609793;11.9058847723009;5.94302938180622
"95";2025-12-13 18:38:16;41.4784642481442;15.8699373100062;12.0416162775292;5.5450424828978
"96";2025-12-13 18:39:56;38.7007755817985;14.8071750838567;15.0119663093358;5.17370757601682
"97";2025-12-13 18:41:39;36.965186487455;14.7179788367284;13.9775640660885;4.81721232334567
"98";2025-12-13 18:43:19;36.3668639417932;15.6081773508632;15.8660238962662;4.49461802491918
"99";2025-12-13 18:44:59;34.8645168479602;15.4959773976497;14.8035237397277;4.1936269016056
"100";2025-12-13 18:46:39;32.5297444531377;14.4582581481159;18.6854503824945;3.91279225339431
"101";2025-12-13 18:48:19;30.3513247810389;13.490031852348;26.0386101398333;3.65076426144654
"102";2025-12-13 18:50:00;28.2991650712961;12.5779234007317;31.8633761953563;3.4039232625393
"103";2025-12-13 18:51:41;27.3181455763585;12.6598722927167;35.4658436430855;3.17377205085961
"104";2025-12-13 18:53:22;25.4710697699108;11.8038938457451;33.0678733428946;2.95918217125242
"105";2025-12-13 18:55:02;23.7653484250626;12.904390596438;33.7310950588807;2.76101459374603
"106";2025-12-13 18:56:43;22.1584897169912;12.0318794078213;33.3197251389258;2.57433269606368
"107";2025-12-13 18:58:24;20.6602763719722;12.150748252727;33.9133399692208;2.40027301740227
"108";2025-12-13 19:00:04;20.2097524608552;13.2400438935311;32.5752980360236;3.17256690546873
"109";2025-12-13 19:01:44;18.8563657967701;13.2864307535967;38.9340736571084;2.96010959066016
"110";2025-12-13 19:03:24;18.5266443804095;14.2751133411625;36.3267752170063;2.76187990665044
"111";2025-12-13 19:05:04;20.1118983769556;15.1917074459827;34.8271127451453;2.57692507156746
"112";2025-12-13 19:06:44;20.6507356977159;16.0501817723323;33.4278781827294;2.40435610849079
"113";2025-12-13 19:08:25;19.254466899529;14.9649725893774;31.1677018878335;2.24178914413866
"114";2025-12-13 19:10:05;18.8980858432508;13.9628131433331;41.4646099061544;2.09166323155043
"115";2025-12-13 19:11:45;17.6325375686477;13.9607983089304;40.56562905618;2.88462379375785
"116";2025-12-13 19:13:28;18.3019577557481;12.9988269861397;41.5384151329649;2.68585827152696
"117";2025-12-13 19:15:08;18.0093633873628;12.1283344293473;41.6766211793032;3.43902736946349
"118";2025-12-13 19:16:50;17.7117924033518;12.2321999572567;39.7635333388811;3.20428083761477
"119";2025-12-13 19:18:30;16.5256866515782;12.3460791107324;37.1006884652498;2.98969973564378
"120";2025-12-13 19:20:11;15.4083269130211;13.3799760571983;35.5245670489386;4.66731218905413
"121";2025-12-13 19:21:52;14.3665157923018;13.4076953510169;37.8399733542675;5.28412529949282
"122";2025-12-13 19:23:32;14.337466199189;12.5098221029734;35.3059435384053;4.93026323584111
"123";2025-12-13 19:25:13;13.3680597338686;12.5963755629781;33.8511711325477;4.59691081567458
"124";2025-12-13 19:26:54;12.4641982457395;11.7446903530039;35.3946299800614;4.2860975238903
"125";2025-12-13 19:28:35;11.6214500085972;11.8829770589627;33.0014746858413;4.92868589726251
"126";2025-12-13 19:30:15;11.7762292590537;12.020242625224;33.7127517705738;4.59862654706812
"127";2025-12-13 19:31:55;11.9206434061349;11.215282935611;31.4551096374362;5.22370327570835
"128";2025-12-13 19:33:35;11.1223535782696;12.3479210811115;32.2405403949937;4.87388749423478
"129";2025-12-13 19:35:17;11.2948869272012;12.436797718441;30.0398149486493;6.4157229914845
"130";2025-12-13 19:36:57;13.3650174300549;11.6039425803752;28.9611713982872;7.85538645458755
"131";2025-12-13 19:38:39;14.3417389654452;11.7436028707715;26.9842942718092;7.3191811475523
"132";2025-12-13 19:40:19;13.3813156107693;10.9571689179362;27.0602701833474;7.76207047323734
"133";2025-12-13 19:41:59;12.4852089350143;10.2234000942761;30.0787850599383;8.17530082570096
"134";2025-12-13 19:43:39;13.544739277237;10.4718025651769;33.7458648815168;7.6278253861171
"135";2025-12-13 19:45:19;14.5135061348816;11.6634995267455;37.2521672476503;7.11701273892924
"136";2025-12-13 19:47:00;14.4645834774185;13.7446034225094;34.733417332194;7.56819298801325
"137";2025-12-13 19:48:40;13.4959335932696;12.824168448791;34.3232778698354;7.06137374413389
"138";2025-12-13 19:50:20;12.5921512941105;13.8333804410356;32.9577836217784;6.58849466884871
"139";2025-12-13 19:52:00;12.6819255833648;13.840033327503;30.7506994470507;7.08031588213703
"140";2025-12-13 19:53:40;11.832654965494;14.7949250052065;31.5692289744551;7.53920130007269
"141";2025-12-13 19:55:21;11.0326075884963;15.7036831581;31.3001419609856;7.02944941071477
"142";2025-12-13 19:57:02;10.2866542256744;14.6419019638981;30.1162158744143;7.48655012407864
"143";2025-12-13 19:58:42;9.59778776508573;14.5944105827013;30.9386040595393;7.91823125009616
"144";2025-12-13 20:00:22;8.9550526305933;14.5500995572311;29.7997712911815;9.29771251145649
"145";2025-12-13 20:02:02;8.35535954529203;14.5087559085785;31.5773768330712;9.60810551055026
"146";2025-12-13 20:03:42;8.72885910344625;14.4701809203951;30.3957673629823;9.8977124190468
"147";2025-12-13 20:05:22;11.9546881170452;15.3835313047224;28.3602537527402;10.1679252192511
"148";2025-12-13 20:07:02;11.1541184167362;17.2732545415406;29.3747754173855;9.48700968504036
"149";2025-12-13 20:08:43;10.3999492798811;17.037735597753;28.321030127724;11.6616382062304
"150";2025-12-13 20:10:23;9.7034957884385;17.7877376235441;30.2320397673317;10.8806931817791
"151";2025-12-13 20:12:05;9.04113933167674;17.5052947190264;29.1001541408774;11.0697221656292
"152";2025-12-13 20:13:45;8.43568127753544;16.3330174994267;27.151403872245;24.0057732221573
"153";2025-12-13 20:15:26;7.86531522706224;17.1418502896271;28.2177517142267;72.5004604642557
"154";2025-12-13 20:17:06;8.27163158722269;15.9939118562069;28.2385120543155;118.759150523356
"155";2025-12-13 20:18:46;7.71770516471674;16.8078583256071;27.280496370123;162.904395368092
"156";2025-12-13 20:20:26;7.20087353763473;17.5759141903583;25.4536031388248;155.735080627909
"157";2025-12-13 20:22:06;6.71865257849757;16.3989077960242;23.7490514820084;145.305968165484
"158";2025-12-13 20:23:46;6.26872451441207;16.2337549903975;24.993668057633;135.575262165594
"159";2025-12-13 20:25:27;6.77726051086994;15.1361337771732;24.2361448298617;126.40854233833
"160";2025-12-13 20:27:08;6.31902611539712;15.9800882749246;22.597453922689;117.861616646437
"161";2025-12-13 20:28:48;5.89585984004818;14.9099495681752;21.0841700346017;109.96877676699
"162";2025-12-13 20:30:28;5.50103174424188;14.8445078407942;20.6052592329919;102.604496762548
"163";2025-12-13 20:32:08;5.13264410486894;13.8504155585878;20.1584196550867;95.7333805594888
"164";2025-12-13 20:33:48;4.78892628365963;12.9228946626572;18.8084705954399;90.2554354448882
"165";2025-12-13 20:35:28;4.46822621669219;12.0574870664141;20.3754061276688;84.2112989356013
"166";2025-12-13 20:37:09;4.16611374278657;12.1746244875482;19.9301398155374;78.517477132847
"167";2025-12-13 20:38:49;3.88712156851476;11.3593263064544;18.5954779738377;73.2593965771832
"168";2025-12-13 20:40:29;4.55984565707538;11.5316591970907;17.3501944429866;68.3534339465905
"169";2025-12-13 20:42:10;5.18392495733159;10.7519632015623;17.109473322129;63.7318181133537
"170";2025-12-13 20:43:50;4.83677301084141;10.0319363908474;15.9637030773652;59.4638889103821
"171";2025-12-13 20:45:31;4.50974179327093;11.2210036078083;14.8843410228254;56.3757129374581
"172";2025-12-13 20:47:12;4.20482230536522;10.4623121281794;13.8779584291998;52.563952906128
"173";2025-12-13 20:48:53;3.9205194953907;10.6873049316355;15.8478995940272;49.0099193633758
"174";2025-12-13 20:50:33;3.65797403316276;9.97160809182992;15.719646159327;45.7278716785883
"175";2025-12-13 20:52:14;8.17552829359499;10.2297791193032;15.589172136962;42.6360496066333
"176";2025-12-13 20:53:56;8.54921067137229;9.53149878831258;15.4568023687037;39.7257311643441
"177";2025-12-13 20:55:38;11.7847935609982;8.88088277294029;16.2887510403823;37.014069809512
"178";2025-12-13 20:57:18;12.8727266015489;10.1639366536582;16.130975103143;34.5353482833212
"179";2025-12-13 20:58:58;12.0106786102786;13.3130952160075;15.0507319568912;32.2226193225527
"180";2025-12-13 21:00:38;11.2063593941354;14.3292696784342;14.9758624540937;30.0647669016731
"181";2025-12-13 21:02:18;10.4559030297468;13.3696813546071;17.7745248279683;28.0514194021248
"182";2025-12-13 21:03:59;9.74894268842982;12.4657102230022;16.5727267524336;26.1547643759132
"183";2025-12-13 21:05:41;12.9787422172912;12.5465466240737;15.4414795390632;24.3694513879785
"184";2025-12-13 21:07:21;12.1095946773842;14.5558091832573;16.2858449563741;24.6231731202171
"185";2025-12-13 21:09:02;12.2232089198573;14.5040262680591;18.9343657649157;22.9583138704851
"186";2025-12-13 21:10:42;17.121601945813;16.3889656328295;20.5076498664423;21.4208642712197
"187";2025-12-13 21:12:22;22.7474037707339;17.1646528266388;20.0673468958129;20.9194060638168
"188";2025-12-13 21:14:03;24.027338759731;17.8805692455249;18.710523064296;20.4373580046244
"189";2025-12-13 21:15:44;23.3351524510499;17.6039876207622;17.4454388593143;19.0555164219834
"190";2025-12-13 21:17:26;21.7423049626336;17.3340874125497;16.2546206921877;18.6865354809477
"191";2025-12-13 21:19:09;20.2441475218772;17.0707738161396;16.0656879446314;17.3989363868842
"192";2025-12-13 21:20:49;18.8884575234496;15.927595161521;15.9228498756131;18.1135282893867
"193";2025-12-13 21:22:29;17.6235540286201;15.7940047530779;14.8565442532348;16.9005194871331
"194";2025-12-13 21:24:09;16.4433573368339;14.7363275031108;14.7946789200314;16.7017752471427
"195";2025-12-13 21:25:49;26.9447637974824;13.7494797344936;15.6889344316178;15.5833073228169
"196";2025-12-13 21:27:29;25.1403535722177;12.8287182087493;17.4471277235592;15.4727728409821
"197";2025-12-13 21:29:09;23.4567793017793;12.9026503194289;21.0635311844083;14.436607531191
"198";2025-12-13 21:30:49;21.8859489637578;12.0385984262901;19.6529695133173;13.46983111247
"199";2025-12-13 21:32:31;20.3920234832341;11.2168488659393;20.2185621422843;13.4821266527003
"200";2025-12-13 21:34:11;19.9594636655875;10.4656900530036;19.7976185117252;12.5792689630471
"201";2025-12-13 21:35:51;19.5558710849101;10.6978670901877;21.3807535777448;11.736872951938
"202";2025-12-13 21:37:31;20.1412333466634;9.98146293422102;20.8819814634913;10.9508896816341
"203";2025-12-13 21:39:11;18.7924352026783;10.2460672129668;21.4083273563726;10.2175413596446
"204";2025-12-13 21:40:53;17.5096716434256;9.54667506369525;22.7506492898807;9.52009637287457
"205";2025-12-13 21:42:35;16.314468974031;9.82676355158536;23.064415363372;8.87025868148497
"206";2025-12-13 21:44:16;15.2113904047795;10.094728027345;24.3645885019463;8.27050932581558
"207";2025-12-13 21:45:57;14.1828948533313;11.2827956798892;22.717213066809;7.71131113134024
"208";2025-12-13 21:47:37;13.2331088136557;11.4602535976424;24.01582601288;7.19490769354547
"209";2025-12-13 21:49:17;12.3469271037372;10.6927946979787;22.4075579890249;6.71308624913992
"210";2025-12-13 21:50:57;11.5200903318868;9.97673022494398;21.8400238550712;6.26353094547963
"211";2025-12-13 21:52:39;10.733733911462;10.227463332152;20.3492332027506;5.83598501210492
"212";2025-12-13 21:54:19;10.0149278617715;9.54256070863077;19.9195389221793;5.44516655440822
"213";2025-12-13 21:55:59;9.34425810289397;8.90352396489536;18.5855869905948;5.08052003967567
"214";2025-12-13 21:57:39;8.71850109143521;8.30728160018598;20.1740287982187;5.6733258027181
"215";2025-12-13 21:59:19;8.13464915505871;8.68400079449701;19.7560674324885;5.29340014567303
"216";2025-12-13 22:01:00;7.58463694408154;10.9484248557967;20.2895982324963;4.93549476312829
"217";2025-12-13 22:02:40;7.07671649765699;11.1482745873568;19.8638975274828;4.60497944355584
"218";2025-12-13 22:04:21;6.59823483075997;10.3945005723386;19.4532161090278;4.29362060349087
"219";2025-12-13 22:06:04;6.14358227094399;9.67826563762683;18.1127887481537;3.99776790222669
"220";2025-12-13 22:07:46;5.72422398259855;9.94937180943283;20.7194084230022;3.72488198148154
"221";2025-12-13 22:09:26;5.34088982671066;9.28309214326709;19.3318916237866;3.47543777830327
"222";2025-12-13 22:11:06;6.85578215323517;9.59446422468113;20.909586709821;4.17573109872714
"223";2025-12-13 22:12:47;7.32462512006811;8.94574878769433;19.4958160852163;3.89339524744722
"224";2025-12-13 22:14:27;7.76714987919961;8.34667875291921;18.1902396044408;3.63266621496086
"225";2025-12-13 22:16:08;9.15175783834283;8.71471696228814;16.9603335922287;3.38704888856515
"226";2025-12-13 22:17:48;8.53889199372943;10.0036741784711;18.7076244943792;3.16022835697936
"227";2025-12-13 22:19:28;8.90010093285587;9.33375804509838;18.3878638380747;2.9485973178519
"228";2025-12-13 22:21:09;8.29833383771866;8.7026698689208;17.1445957570614;3.68161877954583
"229";2025-12-13 22:22:49;7.74261924537776;8.11987810215641;15.9964734679002;4.36810477511455
"230";2025-12-13 22:24:29;7.22411919684527;9.47508347703086;16.856885151432;4.07558586567134
"231";2025-12-13 22:26:11;6.73100392181746;9.76005877589207;18.5105303804251;3.79738812414908
"232";2025-12-13 22:27:51;6.28024872521933;9.10645683724565;19.1370015188546;3.54308840150116
"233";2025-12-13 22:29:32;5.85561904285665;11.3376961324043;17.8430816071012;3.30352774581076
"234";2025-12-13 22:31:12;5.46348575285644;10.5784445395524;16.648183810109;3.08230037529866
"235";2025-12-13 22:32:52;5.09761245620637;10.8030707460816;18.3545266561678;2.87588793997993
"236";2025-12-13 22:34:33;4.75294496725889;10.0726371756676;17.1135126191555;3.61382553818078
"237";2025-12-13 22:36:14;4.43158165825014;9.39159078537371;15.9564079015668;3.36948209614007
"238";2025-12-13 22:37:55;4.13194685169376;8.75659233442712;14.8775390994948;4.07404605916869
"239";2025-12-13 22:39:35;3.85524273190692;8.17018954145881;14.8142678042443;3.8012193822449
"240";2025-12-13 22:41:18;3.58959653686667;8.53831597891364;14.7245828319398;4.47039049567672
"241";2025-12-13 22:42:59;3.34689130273494;7.96101043566676;16.560095128902;5.10051817370146
"242";2025-12-13 22:44:39;3.1227600045393;7.4278853824459;15.4511150982536;4.75895172999653
"243";2025-12-13 22:46:25;2.90154579134153;6.90169899021193;17.1713748200877;4.42183079817112
"244";2025-12-13 22:48:06;2.7053620856245;6.43505087192834;16.0103578357914;4.12285528152495
"245";2025-12-13 22:49:46;2.52419207994049;6.00411476572684;14.9381920671032;4.77979298853136
"246";2025-12-13 22:51:29;2.35026216988908;5.59040015603445;13.9088732513089;4.45044049148239
"247";2025-12-13 22:53:10;2.19135268678828;5.21241355926088;12.9684454610831;4.14953057294948
"248";2025-12-13 22:54:52;2.04177189314628;4.85661644741975;12.0832249413251;4.798025826758
"249";2025-12-13 22:56:33;1.90372052155614;4.52824354538104;12.1986221343049;4.47361444244407
"250";2025-12-13 22:58:13;1.77623405327754;4.22500062155411;11.3817169025976;4.17402986621586
